-16.578193;179.414413;44.54530888;44.3054;48.56;51.44;1.779571494
61.92411;25.748151;25.00279142;8.439;16.571;83.429;0.634201339
46.227638;2.213749;28.50666169;9.8048;21.894;78.106;0.824803549
-17.679742;-149.406843;35.24923204;40.151;43.392;56.608;0.730142358
-0.803689;11.609444;67.58512858;118.7334;14.687;85.313;2.750077829
13.443182;-15.310139;90.88615884;115.9086;44.445;55.555;4.62210063
48.019573;66.923684;34.90689651;29.3822;46.092;53.908;2.260391118
-0.023559;37.906193;78.01932283;97.7964;76.817;23.183;4.312097536
-3.370417;-168.734039;60.40119731;24.7964;56.296;43.704;2.268954624
40.339852;127.510093;33.727571;0.6398;39.882;60.118;0.65631251
35.907757;127.766922;23.32109239;1.975;18.165;81.835;0.600290681
29.31166;47.481766;32.59213766;13.1298;1.752;98.248;6.317586051
41.608635;21.745275;26.32924254;20.0338;42.953;57.047;0.03397617
-18.766947;46.869107;81.94498898;129.7012;68.702;31.298;4.841914271
-13.254308;34.301525;91.66166231;149.9368;84.573;15.427;3.663275579
4.210484;101.975766;41.71873262;12.8076;29.925;70.075;2.910607584
31.791702;-7.09262;43.35461042;32.9354;42.825;57.175;2.051678843
-18.665695;35.529562;90.38657888;165.6514;69.255;30.745;3.44279011
21.913965;95.956223;46.22118455;19.0512;69.119;30.881;2.355152075
-22.95764;18.49041;65.9576863;79.776;59.399;40.601;4.221508284
-6.314993;143.95555;67.6437683;59.5164;86.963;13.037;2.182417029
-23.442503;-58.443832;53.9960625;64.7926;41.74;58.26;1.714632183
-9.189967;-75.015152;46.42760607;53.6744;23.448;76.552;1.731893384
12.879721;121.774017;55.83228141;55.2504;54.476;45.524;0.889129005
44.016521;21.005859;25.89946027;21.3862;44.841;55.159;-0.312111173
40.143105;47.576927;32.56132035;50.3442;46.81;53.19;2.452869587
25.03428;-77.39628;33.37582136;37.321;17.505;82.495;1.825385392
25.930414;50.637772;26.64860187;14.3238;11.5;88.5;7.043982804
23.684994;90.356331;51.92945584;90.2942;70.291;29.709;3.634888862
13.193887;-59.543198;29.54378005;47.4834;67.765;32.235;-0.126919112
4.535277;114.727669;36.28061118;22.9974;24.866;75.134;2.157348144
42.733883;25.48583;19.63043353;42.5876;28.037;71.963;-0.169290725
12.238333;-1.561593;90.85275332;123.9538;75.172;24.828;6.479628848
-3.373056;29.918886;82.8898073;32.2192;89.624;10.376;6.037277801
16.002082;-24.013197;53.85757373;81.2426;38.984;61.016;1.943340522
12.565679;104.990963;54.33830601;47.7132;80.334;19.666;2.179256619
7.369722;12.354722;82.12012817;124.7682;49.072;50.928;3.710485976
56.130366;-106.346771;23.98303832;12.8976;19.242;80.758;1.367975607
6.611111;20.939444;73.91482993;103.3074;61.36;38.64;2.317603409
15.454166;18.732207;100.5910418;169.9334;78.066;21.934;3.424974225
49.4491198;-2.342035064;22.51424488;9.1744;69.008;30.992;0.851920941
-35.675147;-71.542969;32.61799356;51.339;11.625;88.375;1.348660008
35.86166;104.195397;23.88294765;7.7214;52.12;47.88;3.338102468
4.570868;-74.297333;39.84654932;61.2738;25.251;74.749;1.526954044
-11.875001;43.872219;74.22269228;77.4886;72.118;27.882;2.518402266
-4.038333;21.758664;92.16869614;127.7834;60.563;39.437;4.506309089
-0.228021;15.827659;77.55611938;127.6906;37.214;62.786;3.74390122
9.748917;-83.753428;37.14194445;62.3196;29.427;70.573;3.012533049
7.539989;-5.54708;82.27456444;136.5602;50.2;49.8;3.723746521
45.1;15.2;23.17529985;13.3208;42.713;57.287;0.295554818
21.521757;-77.781167;25.69256228;48.8698;23.495;76.505;0.184107837
12.43031067;-68.99480617;29.74865295;34.6446;9.966;90.034;0.510377368
35.126413;33.429859;25.87145189;6.1204;32.305;67.695;1.030892747
49.817492;15.472962;20.13493818;11.0806;26.676;73.324;0.474306872
56.26392;9.501785;27.73201277;5.2958;13.346;86.654;0.727990766
11.825138;42.590275;56.51579785;25.0738;23.056;76.944;1.341895139
18.735693;-70.162651;51.00957354;105.4702;27.459;72.541;3.082542662
-1.831239;-78.183406;49.47337709;80.7366;37.505;62.495;1.985293716
26.820553;30.802498;50.5494148;51.086;56.961;43.039;1.795500595
13.794185;-88.89653;50.68496622;72.7786;36.227;63.773;1.105855727
1.650801;10.267895;71.03809319;119.443;60.877;39.123;3.22464634
15.179384;39.782334;75.96144085;70.0514;79.794;20.206;3.800801119
58.595272;25.013607;22.18774244;19.9902;31.777;68.223;-0.380188579
9.145;40.489673;86.7136078;76.9966;83.09;16.91;5.033871036
12.262776;-61.604171;43.02564786;39.588;64.272;35.728;0.220293993
13.444304;144.793731;42.90158755;48.3344;5.992;94.008;0.294163291
15.783471;-90.230759;70.70550158;89.5362;51.116;48.884;3.076915357
9.945587;-9.696645;81.56875268;151.5766;65.574;34.426;3.958839146
11.803749;-15.180413;75.68178798;113.043;55.658;44.342;4.241403575
4.860416;-58.93018;56.09484858;92.484;71.779;28.221;0.364567852
20.593684;78.96288;49.17863109;38.929;69.413;30.587;2.540489167
-0.789275;113.921327;43.78095924;51.505;50.876;49.124;2.946103892
32.427908;53.688046;33.12018516;30.0922;29.955;70.045;1.993432042
33.223191;43.679291;76.4718784;80.003;31.02;68.98;2.807467813
53.41291;-8.24389;30.0711992;14.6068;38.431;61.569;1.456778593
41.20438;74.766098;45.80279311;34.4926;64.716;35.284;1.20446979
19.85627;102.495496;64.13279422;71.276;68.015;31.985;5.414742085
56.879635;24.603189;20.86389309;17.0394;32.236;67.764;-1.754269189
33.854721;35.862285;36.13608118;12.925;12.938;87.062;1.883276452
3.202778;73.22068;44.65938076;12.307;61.219;38.781;2.663882234
17.570692;-3.996166;93.82217884;178.4302;64.8;35.2;5.549139515
35.937496;14.375416;24.38706368;18.1282;5.514;94.486;0.956234559
21.00789;-10.940835;73.97784772;85.4772;44;56;3.779140007
-20.348404;57.552152;32.03821947;32.5844;59.213;40.787;-0.24302732
28.394857;84.124008;65.77947735;86.3008;83.517;16.483;3.051893262
52.132633;5.291266;26.09988792;4.9756;13.758;86.242;1.493063212
-20.904305;165.618042;36.08175455;20.5458;33.376;66.624;2.501495909
-40.900557;174.885971;31.1118273;28.1842;13.852;86.148;1.020621504
12.865416;-85.207229;53.84281549;99.936;43.026;56.974;1.760339002
17.607789;8.081666;104.6755754;211.309;82.634;17.366;4.865569512
51.919438;19.145136;21.14182659;15.4534;38.996;61.004;-0.115663064
39.399872;-8.224454;22.77976475;14.522;40.036;59.964;1.109404215
18.220833;-66.590149;31.40567839;48.9276;6.116;93.884;-0.607155064
-4.679574;55.491977;33.30538016;59.955;47.959;52.041;0.906564383
8.460555;-11.779889;81.27827806;136.9182;62.063;37.937;3.017471946
1.352083;103.819836;24.22991991;5.1402;0;100;3.016408604
48.669026;19.699024;21.32327005;20.9358;45.04;54.96;-0.141099023
3.919305;-56.027783;44.35380172;49.9926;33.588;66.412;1.049925696
-26.522503;31.465866;68.68315235;87.3408;78.426;21.574;1.255593359
60.128161;18.643501;25.35406878;5.7928;15.098;84.902;1.035806601
46.818188;8.227512;22.40610343;4.099;26.375;73.625;1.299760812
34.802075;38.996815;60.35567023;43.6568;44.71;55.29;3.004120123
1.373333;32.290275;101.5689602;140.6172;85.811;14.189;5.453272602
48.379433;31.16558;19.94158752;29.4278;31.498;68.502;-0.185209556
23.424076;53.847818;16.33976394;28.9732;16.277;83.723;11.45236368
55.378051;-3.435973;26.86264188;22.6162;18.969;81.031;1.095105268
37.09024;-95.712891;29.58206447;35.8106;19.394;80.606;1.085290294
33.93911;67.709953;95.56224467;105.5516;75.687;24.313;4.046627059
41.153332;20.168331;33.09864661;19.4792;48.924;51.076;1.473287913
28.033886;1.659626;40.55964962;10.3846;33.178;66.822;2.77362485
-11.202692;17.873887;97.63799739;183.42;60.701;39.299;5.389860255
17.060816;-61.796428;40.43034909;53.001;73.181;26.819;-1.057255851
-38.416097;-63.616672;40.95214027;61.942;9.205;90.795;1.217530867
40.069099;45.038189;30.10481614;27.0578;36.211;63.789;-0.625821989
12.52111;-69.968338;30.22844846;30.6606;56.579;43.421;-0.757862168
-25.274398;133.775136;28.29934251;16.4708;11.41;88.59;2.224854107
47.516231;14.550072;22.10809851;10.1016;34.153;65.847;0.271070844
53.709807;27.953389;20.85410642;21.8122;25.828;74.172;0.382477345
50.503887;4.469936;25.44026465;9.838;2.406;97.594;0.853793945
17.189877;-88.49765;60.60255171;73.601;54.768;45.232;1.910453657
9.30769;2.315834;81.81456866;99.1486;58.539;41.461;3.865011914
27.514162;90.433601;47.68397782;40.6;65.99;34.01;4.132700363
-16.290154;-63.588653;59.46439734;78.1542;34.009;65.991;2.31201327
43.915886;17.679076;20.82421921;13.8794;60.817;39.183;0.003657617
-22.328474;24.684866;53.06388733;45.1106;43.996;56.004;2.394835101
-14.235004;-51.92528;38.14104709;69.9066;15.956;84.044;1.338474956
42.315407;43.356892;24.83325596;49.1472;47.277;52.723;0.80232977
51.165691;10.451526;20.69621971;9.073;25.907;74.093;0.014205771
7.946527;-1.023194;68.70661186;70.682;49.969;50.031;3.919361627
39.074208;21.824312;21.98743162;10.4134;24.068;75.932;0.486301805
18.971187;-72.285215;61.29765006;44.3694;49.477;50.523;4.613306433
15.199999;-86.241905;62.15811843;77.8128;48.93;51.07;2.933898303
22.396428;114.109497;16.2121702;3.2462;0;100;0.215353334
47.162494;19.503304;21.47837115;19.433;31.634;68.366;0.573246962
64.963051;-19.020835;31.60229866;11.8336;6.489;93.511;0.465437225
31.046051;34.851612;43.81559988;13.0032;8.237;91.763;2.456699832
41.87194;12.56738;21.38654107;6.696;31.791;68.209;0.627292741
18.109581;-77.297508;43.70600963;69.7196;46.443;53.557;0.701024635
36.204824;138.252924;20.80834629;4.8886;10.257;89.743;0.921170412
30.585164;36.238414;62.04431731;27.202;17.78;82.22;2.516875431
-29.609988;28.233608;66.11732782;92.3732;75.741;24.259;2.939091879
6.428055;-9.429499;81.2772532;132.1454;52.559;47.441;4.716155721
26.3351;17.228331;43.21260367;6.52;22.521;77.479;1.589495747
55.169438;23.881275;22.24358043;16.9576;33.158;66.842;-1.119315072
49.815273;6.129583;26.13788122;8.5724;11.822;88.178;2.281283765
22.198745;113.543873;16.91533758;3.4684;0;100;2.747579949
23.634501;-102.552784;47.7964237;69.0924;22.473;77.527;1.97781012
7.425554;150.550812;63.35882853;22.678;77.695;22.305;-0.516152378
47.411631;28.369885;22.91702801;26.5592;55.064;44.936;-0.292972155
46.862496;103.846656;39.11625997;19.0312;33.42;66.58;3.01796596
42.708678;19.37439;29.59520809;16.5622;37.082;62.918;0.499422503
9.081999;8.675277;82.25948351;120.7256;57.412;42.588;4.773842544
60.472024;8.468946;28.6820912;7.7914;21.185;78.815;1.628476397
21.512583;55.923255;39.44588474;12.4122;25.376;74.624;4.787774904
30.375321;69.345116;61.85457304;41.2992;63.799;36.201;3.146832506
8.537981;-80.782127;45.19557154;80.5754;35.172;64.828;2.165920656
-1.940278;29.873888;77.43510783;36.2076;77.012;22.988;7.017299165
-13.759029;-172.104629;68.21485416;30.3048;79.7;20.3;-0.412547329
0.18636;6.613081;81.94425576;91.2374;38.815;61.185;3.412438516
23.885942;45.079162;46.50465917;11.5746;18.133;81.867;2.728890193
14.497401;-14.452362;82.16040845;92.2326;58.023;41.977;3.403156775
7.873054;80.771797;37.84900351;20.4842;81.667;18.333;0.937108195
13.909444;-60.978893;39.06964284;59.366;80.787;19.213;-3.250227645
12.984305;-61.287228;40.64986737;57.16;51.572;48.428;0.821737855
12.862807;30.217636;77.65604643;97.5566;67.01;32.99;2.586752919
-21.178986;-175.198242;66.55993699;18.0318;76.665;23.335;0.811338158
10.691803;-61.222503;29.22812671;36.7748;90.751;9.249;-1.230161822
33.886917;9.537499;34.1995683;6.3378;34.233;65.767;1.318772222
38.963745;35.243322;41.28968002;36.456;29.859;70.141;2.123998005
38.969719;59.556278;44.98484641;19.7316;51.891;48.109;1.831239343
18.335765;-64.896335;31.61058033;48.8832;5.581;94.419;-0.167598082
15.552727;48.516388;78.99662608;72.9792;68.835;31.165;4.612842604
-13.133897;27.849332;92.49694562;114.5406;61.701;38.299;4.067887597
-19.015438;29.154857;75.05142162;115.8354;66.622;33.378;1.113585297
25.354826;51.183884;16.73885966;13.8024;1.53;98.47;13.80253929
45.943161;24.96676;22.99300238;38.3558;46.302;53.698;-0.588839832
61.52401;105.318756;20.46893974;28.3446;26.358;73.642;0.089880624
46.151241;14.995463;19.89961765;4.7582;49.867;50.133;0.722472671
-9.64571;160.156194;73.07049458;59.0326;80.411;19.589;4.560052829
5.152149;46.199616;97.00787651;120.4416;63.177;36.823;3.597575097
-30.559482;22.937506;49.09508994;55.8408;38.313;61.687;2.299354309
7.241899303;31.26596797;82.2103702;90.2312;82.301;17.699;5.220635529
40.463667;-3.74922;21.25882048;10.8874;21.79;78.21;1.185377902
38.861034;71.276093;59.25190771;41.21;73.5;26.5;2.257806803
-6.369028;34.888822;86.98395303;127.3458;72.561;27.439;5.610138006
15.870032;100.992541;27.48963061;43.3428;57.256;42.744;3.291678304
-8.874217;125.727539;78.12575045;60.3674;71.15;28.85;3.974403706
8.619543;0.824782;79.00111063;92.3388;62.942;37.058;3.997915315
-32.522779;-55.765835;35.90985982;59.9394;5.791;94.209;0.579607713
41.377491;64.585262;44.82051712;18.1048;63.765;36.235;1.494335425
-15.376706;166.959158;66.49692133;46.5348;75.714;24.286;3.635442807
6.42375;-66.58973;46.50303154;81.8916;11.272;88.728;1.605628392
14.058324;108.277199;34.87895781;32.902;70.242;29.758;3.198930825
